12|"December"|"None"||"None"|||||||||||"21852189"|"228748515"
9|"September"|"None"||"None"|||||||||||"21852189"|"228748524"
10|"October"|"None"||"None"|||||||||||"21852189"|"228748523"
7|"July"|"None"||"None"|||||||||||"21852189"|"228748518"
8|"August"|"None"||"None"|||||||||||"21852189"|"228748514"
5|"May"|"None"||"None"|||||||||||"21852189"|"228748521"
6|"June"|"None"||"None"|||||||||||"21852189"|"228748519"
3|"March"|"None"||"None"|||||||||||"21852189"|"228748520"
4|"April"|"None"||"None"|||||||||||"21852189"|"228748513"
1|"January"|"None"||"None"|||||||||||"21852189"|"228748517"
2|"February"|"None"||"None"|||||||||||"21852189"|"228748516"
12|"December"|"None"||"None"|||||||||||"21852169"|"228748283"
11|"November"|"None"||"None"|||||||||||"21852169"|"228748275"
10|"October"|"None"||"None"|||||||||||"21852169"|"228748284"
9|"September"|"None"||"None"|||||||||||"21852169"|"228748276"
8|"August"|"None"||"None"|||||||||||"21852169"|"228748274"
7|"July"|"None"||"None"|||||||||||"21852169"|"228748279"
6|"June"|"None"||"None"|||||||||||"21852169"|"228748278"
5|"May"|"None"||"None"|||||||||||"21852169"|"228748277"
4|"April"|"None"||"None"|||||||||||"21852169"|"228748281"
3|"March"|"None"||"None"|||||||||||"21852169"|"228748280"
2|"February"|"None"||"None"|||||||||||"21852169"|"228748273"
1|"January"|"None"||"None"|||||||||||"21852169"|"228748282"
12|"December"|"None"||"None"|||||||||||"21852168"|"228748263"
11|"November"|"None"||"None"|||||||||||"21852168"|"228748270"
10|"October"|"None"||"None"|||||||||||"21852168"|"228748271"
9|"September"|"None"||"None"|||||||||||"21852168"|"228748272"
8|"August"|"None"||"None"|||||||||||"21852168"|"228748262"
7|"July"|"None"||"None"|||||||||||"21852168"|"228748266"
6|"June"|"None"||"None"|||||||||||"21852168"|"228748267"
5|"May"|"None"||"None"|||||||||||"21852168"|"228748269"
4|"April"|"None"||"None"|||||||||||"21852168"|"228748261"
3|"March"|"None"||"None"|||||||||||"21852168"|"228748268"
2|"February"|"None"||"None"|||||||||||"21852168"|"228748264"
1|"January"|"None"||"None"|||||||||||"21852168"|"228748265"
8|"August"|||"None"|||||||||||"21852167"|"228748250"
11|"November"|||"None"|||||||||||"21852167"|"228748258"
10|"October"|||"None"|||||||||||"21852167"|"228748259"
9|"September"|||"None"|||||||||||"21852167"|"228748260"
7|"July"|||"None"|||||||||||"21852167"|"228748254"
6|"June"|||"None"|||||||||||"21852167"|"228748255"
5|"May"|||"None"|||||||||||"21852167"|"228748257"
1|"January"|"Occasional"|"Brief (2 to 7 days)"|"None"|||||||||||"21852167"|"228748253"
2|"February"|"Occasional"|"Brief (2 to 7 days)"|"None"|||||||||||"21852167"|"228748252"
3|"March"|"Occasional"|"Brief (2 to 7 days)"|"None"|||||||||||"21852167"|"228748256"
4|"April"|"Occasional"|"Brief (2 to 7 days)"|"None"|||||||||||"21852167"|"228748249"
12|"December"|"Occasional"|"Brief (2 to 7 days)"|"None"|||||||||||"21852167"|"228748251"
12|"December"|"None"||"None"|||||||||||"21852166"|"228748239"
11|"November"|"None"||"None"|||||||||||"21852166"|"228748241"
10|"October"|"None"||"None"|||||||||||"21852166"|"228748248"
9|"September"|"None"||"None"|||||||||||"21852166"|"228748247"
8|"August"|"None"||"None"|||||||||||"21852166"|"228748245"
7|"July"|"None"||"None"|||||||||||"21852166"|"228748246"
6|"June"|"None"||"None"|||||||||||"21852166"|"228748238"
5|"May"|"None"||"None"|||||||||||"21852166"|"228748242"
2|"February"|"None"||"None"|||||||||||"21852166"|"228748243"
4|"April"|"None"||"None"|||||||||||"21852166"|"228748237"
3|"March"|"None"||"None"|||||||||||"21852166"|"228748240"
1|"January"|"None"||"None"|||||||||||"21852166"|"228748244"
12|"December"|"None"||"None"|||||||||||"21852171"|"228748304"
11|"November"|"None"||"None"|||||||||||"21852171"|"228748298"
10|"October"|"None"||"None"|||||||||||"21852171"|"228748301"
9|"September"|"None"||"None"|||||||||||"21852171"|"228748303"
8|"August"|"None"||"None"|||||||||||"21852171"|"228748297"
7|"July"|"None"||"None"|||||||||||"21852171"|"228748302"
6|"June"|"None"||"None"|||||||||||"21852171"|"228748308"
5|"May"|"None"||"None"|||||||||||"21852171"|"228748305"
4|"April"|"None"||"None"|||||||||||"21852171"|"228748307"
3|"March"|"None"||"None"|||||||||||"21852171"|"228748299"
2|"February"|"None"||"None"|||||||||||"21852171"|"228748306"
1|"January"|"None"||"None"|||||||||||"21852171"|"228748300"
11|"November"|||"None"|||||||||||"21852170"|"228748296"
10|"October"|||"None"|||||||||||"21852170"|"228748295"
9|"September"|||"None"|||||||||||"21852170"|"228748294"
8|"August"|||"None"|||||||||||"21852170"|"228748293"
7|"July"|||"None"|||||||||||"21852170"|"228748292"
6|"June"|||"None"|||||||||||"21852170"|"228748291"
5|"May"|||"None"|||||||||||"21852170"|"228748290"
12|"December"|"Frequent"|"Long (7 to 30 days)"|"None"|||||||||||"21852170"|"228748289"
4|"April"|"Frequent"|"Long (7 to 30 days)"|"None"|||||||||||"21852170"|"228748288"
3|"March"|"Frequent"|"Long (7 to 30 days)"|"None"|||||||||||"21852170"|"228748287"
2|"February"|"Frequent"|"Long (7 to 30 days)"|"None"|||||||||||"21852170"|"228748286"
1|"January"|"Frequent"|"Long (7 to 30 days)"|"None"|||||||||||"21852170"|"228748285"
11|"November"|||"None"|||||||||||"21852188"|"228748510"
9|"September"|||"None"|||||||||||"21852188"|"228748512"
10|"October"|||"None"|||||||||||"21852188"|"228748511"
7|"July"|||"None"|||||||||||"21852188"|"228748506"
8|"August"|||"None"|||||||||||"21852188"|"228748502"
5|"May"|||"None"|||||||||||"21852188"|"228748509"
6|"June"|||"None"|||||||||||"21852188"|"228748507"
1|"January"|"Occasional"|"Brief (2 to 7 days)"|"None"|||||||||||"21852188"|"228748505"
2|"February"|"Occasional"|"Brief (2 to 7 days)"|"None"|||||||||||"21852188"|"228748504"
4|"April"|"Occasional"|"Brief (2 to 7 days)"|"None"|||||||||||"21852188"|"228748501"
3|"March"|"Occasional"|"Brief (2 to 7 days)"|"None"|||||||||||"21852188"|"228748508"
12|"December"|"Occasional"|"Brief (2 to 7 days)"|"None"|||||||||||"21852188"|"228748503"
12|"December"|||"None"|||||||||||"21852187"|"228748490"
11|"November"|||"None"|||||||||||"21852187"|"228748495"
9|"September"|||"None"|||||||||||"21852187"|"228748491"
10|"October"|||"None"|||||||||||"21852187"|"228748500"
8|"August"|||"None"|||||||||||"21852187"|"228748497"
7|"July"|||"None"|||||||||||"21852187"|"228748489"
5|"May"|||"None"|||||||||||"21852187"|"228748493"
6|"June"|||"None"|||||||||||"21852187"|"228748496"
1|"January"|"Occasional"|"Brief (2 to 7 days)"|"None"|||||||||||"21852187"|"228748499"
2|"February"|"Occasional"|"Brief (2 to 7 days)"|"None"|||||||||||"21852187"|"228748494"
4|"April"|"Occasional"|"Brief (2 to 7 days)"|"None"|||||||||||"21852187"|"228748492"
3|"March"|"Occasional"|"Brief (2 to 7 days)"|"None"|||||||||||"21852187"|"228748498"
1|"January"||||||||||||||"21852182"|"228748433"
2|"February"||||||||||||||"21852182"|"228748432"
3|"March"||||||||||||||"21852182"|"228748436"
4|"April"||||||||||||||"21852182"|"228748429"
5|"May"||||||||||||||"21852182"|"228748437"
6|"June"||||||||||||||"21852182"|"228748435"
8|"August"||||||||||||||"21852182"|"228748430"
7|"July"||||||||||||||"21852182"|"228748434"
9|"September"||||||||||||||"21852182"|"228748440"
10|"October"||||||||||||||"21852182"|"228748439"
11|"November"||||||||||||||"21852182"|"228748438"
12|"December"||||||||||||||"21852182"|"228748431"
1|"January"||||||||||||||"21852181"|"228748421"
2|"February"||||||||||||||"21852181"|"228748420"
3|"March"||||||||||||||"21852181"|"228748424"
4|"April"||||||||||||||"21852181"|"228748417"
5|"May"||||||||||||||"21852181"|"228748425"
6|"June"||||||||||||||"21852181"|"228748423"
8|"August"||||||||||||||"21852181"|"228748418"
7|"July"||||||||||||||"21852181"|"228748422"
9|"September"||||||||||||||"21852181"|"228748428"
10|"October"||||||||||||||"21852181"|"228748427"
11|"November"||||||||||||||"21852181"|"228748426"
12|"December"||||||||||||||"21852181"|"228748419"
1|"January"||||||||||||||"21852180"|"228748406"
2|"February"||||||||||||||"21852180"|"228748405"
3|"March"||||||||||||||"21852180"|"228748409"
4|"April"||||||||||||||"21852180"|"228748414"
5|"May"||||||||||||||"21852180"|"228748410"
6|"June"||||||||||||||"21852180"|"228748408"
7|"July"||||||||||||||"21852180"|"228748407"
8|"August"||||||||||||||"21852180"|"228748415"
9|"September"||||||||||||||"21852180"|"228748413"
10|"October"||||||||||||||"21852180"|"228748412"
11|"November"||||||||||||||"21852180"|"228748411"
12|"December"||||||||||||||"21852180"|"228748416"
12|"December"|"None"||"None"|||||||||||"21852179"|"228748395"
11|"November"|"None"||"None"|||||||||||"21852179"|"228748402"
10|"October"|"None"||"None"|||||||||||"21852179"|"228748403"
9|"September"|"None"||"None"|||||||||||"21852179"|"228748404"
8|"August"|"None"||"None"|||||||||||"21852179"|"228748394"
7|"July"|"None"||"None"|||||||||||"21852179"|"228748398"
6|"June"|"None"||"None"|||||||||||"21852179"|"228748399"
5|"May"|"None"||"None"|||||||||||"21852179"|"228748401"
4|"April"|"None"||"None"|||||||||||"21852179"|"228748393"
3|"March"|"None"||"None"|||||||||||"21852179"|"228748400"
2|"February"|"None"||"None"|||||||||||"21852179"|"228748396"
1|"January"|"None"||"None"|||||||||||"21852179"|"228748397"
12|"December"|"None"||"None"|||||||||||"21852178"|"228748383"
11|"November"|"None"||"None"|||||||||||"21852178"|"228748390"
10|"October"|"None"||"None"|||||||||||"21852178"|"228748391"
9|"September"|"None"||"None"|||||||||||"21852178"|"228748392"
8|"August"|"None"||"None"|||||||||||"21852178"|"228748382"
7|"July"|"None"||"None"|||||||||||"21852178"|"228748386"
6|"June"|"None"||"None"|||||||||||"21852178"|"228748387"
5|"May"|"None"||"None"|||||||||||"21852178"|"228748389"
4|"April"|"None"||"None"|||||||||||"21852178"|"228748381"
3|"March"|"None"||"None"|||||||||||"21852178"|"228748388"
2|"February"|"None"||"None"|||||||||||"21852178"|"228748384"
1|"January"|"None"||"None"|||||||||||"21852178"|"228748385"
1|"January"||||||||||||||"21852177"|"228748373"
2|"February"||||||||||||||"21852177"|"228748372"
3|"March"||||||||||||||"21852177"|"228748376"
4|"April"||||||||||||||"21852177"|"228748369"
5|"May"||||||||||||||"21852177"|"228748377"
6|"June"||||||||||||||"21852177"|"228748375"
7|"July"||||||||||||||"21852177"|"228748374"
8|"August"||||||||||||||"21852177"|"228748370"
9|"September"||||||||||||||"21852177"|"228748380"
10|"October"||||||||||||||"21852177"|"228748379"
11|"November"||||||||||||||"21852177"|"228748378"
12|"December"||||||||||||||"21852177"|"228748371"
1|"January"||||||||||||||"21852176"|"228748366"
2|"February"||||||||||||||"21852176"|"228748365"
3|"March"||||||||||||||"21852176"|"228748357"
4|"April"||||||||||||||"21852176"|"228748362"
5|"May"||||||||||||||"21852176"|"228748358"
6|"June"||||||||||||||"21852176"|"228748368"
7|"July"||||||||||||||"21852176"|"228748367"
8|"August"||||||||||||||"21852176"|"228748363"
9|"September"||||||||||||||"21852176"|"228748361"
10|"October"||||||||||||||"21852176"|"228748360"
11|"November"||||||||||||||"21852176"|"228748359"
12|"December"||||||||||||||"21852176"|"228748364"
12|"December"|"None"||"None"|||||||||||"21852175"|"228748347"
11|"November"|"None"||"None"|||||||||||"21852175"|"228748354"
10|"October"|"None"||"None"|||||||||||"21852175"|"228748355"
9|"September"|"None"||"None"|||||||||||"21852175"|"228748356"
8|"August"|"None"||"None"|||||||||||"21852175"|"228748346"
7|"July"|"None"||"None"|||||||||||"21852175"|"228748350"
6|"June"|"None"||"None"|||||||||||"21852175"|"228748351"
5|"May"|"None"||"None"|||||||||||"21852175"|"228748353"
4|"April"|"None"||"None"|||||||||||"21852175"|"228748345"
3|"March"|"None"||"None"|||||||||||"21852175"|"228748352"
2|"February"|"None"||"None"|||||||||||"21852175"|"228748348"
1|"January"|"None"||"None"|||||||||||"21852175"|"228748349"
1|"January"||||||||||||||"21852174"|"228748337"
2|"February"||||||||||||||"21852174"|"228748336"
3|"March"||||||||||||||"21852174"|"228748340"
4|"April"||||||||||||||"21852174"|"228748333"
5|"May"||||||||||||||"21852174"|"228748341"
6|"June"||||||||||||||"21852174"|"228748339"
7|"July"||||||||||||||"21852174"|"228748338"
9|"September"||||||||||||||"21852174"|"228748344"
10|"October"||||||||||||||"21852174"|"228748343"
8|"August"||||||||||||||"21852174"|"228748334"
11|"November"||||||||||||||"21852174"|"228748342"
12|"December"||||||||||||||"21852174"|"228748335"
11|"November"|||"None"|||||||||||"21852173"|"228748332"
8|"August"|||"None"|||||||||||"21852173"|"228748329"
10|"October"|||"None"|||||||||||"21852173"|"228748331"
9|"September"|||"None"|||||||||||"21852173"|"228748330"
7|"July"|||"None"|||||||||||"21852173"|"228748328"
6|"June"|||"None"|||||||||||"21852173"|"228748327"
5|"May"|||"None"|||||||||||"21852173"|"228748326"
12|"December"|"Frequent"|"Long (7 to 30 days)"|"None"|||||||||||"21852173"|"228748322"
4|"April"|"Frequent"|"Long (7 to 30 days)"|"None"|||||||||||"21852173"|"228748321"
3|"March"|"Frequent"|"Long (7 to 30 days)"|"None"|||||||||||"21852173"|"228748325"
2|"February"|"Frequent"|"Long (7 to 30 days)"|"None"|||||||||||"21852173"|"228748323"
1|"January"|"Frequent"|"Long (7 to 30 days)"|"None"|||||||||||"21852173"|"228748324"
12|"December"|"None"||"None"|||||||||||"21852129"|"228747819"
11|"November"|"None"||"None"|||||||||||"21852129"|"228747826"
10|"October"|"None"||"None"|||||||||||"21852129"|"228747827"
9|"September"|"None"||"None"|||||||||||"21852129"|"228747828"
8|"August"|"None"||"None"|||||||||||"21852129"|"228747818"
7|"July"|"None"||"None"|||||||||||"21852129"|"228747822"
6|"June"|"None"||"None"|||||||||||"21852129"|"228747823"
5|"May"|"None"||"None"|||||||||||"21852129"|"228747825"
4|"April"|"None"||"None"|||||||||||"21852129"|"228747817"
3|"March"|"None"||"None"|||||||||||"21852129"|"228747824"
2|"February"|"None"||"None"|||||||||||"21852129"|"228747820"
1|"January"|"None"||"None"|||||||||||"21852129"|"228747821"
12|"December"||||||||||||||"21852128"|"228747807"
3|"March"||||||||||||||"21852128"|"228747812"
2|"February"||||||||||||||"21852128"|"228747808"
4|"April"||||||||||||||"21852128"|"228747805"
5|"May"||||||||||||||"21852128"|"228747813"
1|"January"||||||||||||||"21852128"|"228747809"
6|"June"||||||||||||||"21852128"|"228747811"
7|"July"||||||||||||||"21852128"|"228747810"
8|"August"||||||||||||||"21852128"|"228747806"
9|"September"||||||||||||||"21852128"|"228747816"
11|"November"||||||||||||||"21852128"|"228747814"
10|"October"||||||||||||||"21852128"|"228747815"
12|"December"|"None"||"None"|||||||||||"21852127"|"228747795"
10|"October"|"None"||"None"|||||||||||"21852127"|"228747803"
11|"November"|"None"||"None"|||||||||||"21852127"|"228747802"
9|"September"|"None"||"None"|||||||||||"21852127"|"228747804"
8|"August"|"None"||"None"|||||||||||"21852127"|"228747794"
7|"July"|"None"||"None"|||||||||||"21852127"|"228747798"
6|"June"|"None"||"None"|||||||||||"21852127"|"228747799"
5|"May"|"None"||"None"|||||||||||"21852127"|"228747801"
4|"April"|"None"||"None"|||||||||||"21852127"|"228747793"
2|"February"|"None"||"None"|||||||||||"21852127"|"228747796"
3|"March"|"None"||"None"|||||||||||"21852127"|"228747800"
1|"January"|"None"||"None"|||||||||||"21852127"|"228747797"
12|"December"|"None"||"None"|||||||||||"21852126"|"228747783"
10|"October"|"None"||"None"|||||||||||"21852126"|"228747791"
11|"November"|"None"||"None"|||||||||||"21852126"|"228747790"
9|"September"|"None"||"None"|||||||||||"21852126"|"228747792"
8|"August"|"None"||"None"|||||||||||"21852126"|"228747782"
6|"June"|"None"||"None"|||||||||||"21852126"|"228747787"
7|"July"|"None"||"None"|||||||||||"21852126"|"228747786"
5|"May"|"None"||"None"|||||||||||"21852126"|"228747789"
4|"April"|"None"||"None"|||||||||||"21852126"|"228747781"
2|"February"|"None"||"None"|||||||||||"21852126"|"228747784"
3|"March"|"None"||"None"|||||||||||"21852126"|"228747788"
1|"January"|"None"||"None"|||||||||||"21852126"|"228747785"
12|"December"||||||||||||||"21852125"|"228747771"
2|"February"||||||||||||||"21852125"|"228747772"
3|"March"||||||||||||||"21852125"|"228747776"
4|"April"||||||||||||||"21852125"|"228747769"
5|"May"||||||||||||||"21852125"|"228747777"
1|"January"||||||||||||||"21852125"|"228747773"
6|"June"||||||||||||||"21852125"|"228747775"
7|"July"||||||||||||||"21852125"|"228747774"
8|"August"||||||||||||||"21852125"|"228747770"
9|"September"||||||||||||||"21852125"|"228747780"
10|"October"||||||||||||||"21852125"|"228747779"
11|"November"||||||||||||||"21852125"|"228747778"
